date,campaign_id,campaign_name,channel,region,device,age_group,impressions,clicks,leads,conversions,spend,revenue
2025-02-17,CMP-1004,Brand Awareness Q2,facebook ads,South,Mobile,55+,5243,129,6,4,123.04,435.76
2025-04-06,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Mobile,18-24,2173,45,1,1,64.31,101.21
2025-05-03,CMP-1006,Search - Generic Terms,Google Ads,West,Mobile,18-24,5524,158,20,13,316.75,1114.62
2025-06-29,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Desktop,18-24,3563,93,2,1,115.05,70.43
2025-03-25,CMP-1005,Search - Brand Terms,Google Ads,South,Mobile,55+,3071,125,12,7,258.88,1034.39
2025-05-03,CMP-1007,Shopping Campaign,Google Ads,North,Mobile,35-44,7972,236,16,10,361.63,1320
2025-01-20,CMP-1014,VIP Customer Offers,Email Marketing,East,Mobile,55+,5010,743,89,58,111.52,3223.64
2025-02-22,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Tablet,25-34,5126,61,,2,308.54,686.66
2025-03-09,CMP-1015,Win-back Campaign,Email Marketing,West,Tablet,45-54,15449,2061,195,127,288.61,7098.03
2025-04-22,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Mobile,45-54,12184,502,21,13,391.57,891.15
2025-01-06,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,35-44,5172,60,2,2,251.98,638.14
2025-04-26,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Desktop,25-34,1174,41,1,1,54.59,78.05
2025-01-17,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Desktop,35-44,86363,1045,93,55,376.44,7153.3
2025-05-05,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Tablet,18-24,4858,120,6,4,148.1,266.8
2025-04-12,CMP-1004,Brand Awareness Q2,facebook ads,North,Desktop,35-44,8220,134,4,4,117.99,444.4
2025-06-03,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Tablet,35-44,3033,64,4,3,70.75,231.69
2025-05-30,CMP-1014,VIP Customer Offers,Email Marketing,Central,Desktop,55+,7566,1088,132,76,141.48,5002.32
2025-05-12,CMP-1013,Abandoned Cart Sequence,Email Marketing,South,Mobile,18-24,3375,318,36,24,-44.53,1984.32
2025-03-26,CMP-1008,Display Remarketing,Google Ads,East,Tablet,45-54,829,33,4,2,89.62,255.1
2025-04-04,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Tablet,25-34,4147,545,58,36,65.45,3565.44
2025-01-17,CMP-1003,New Customer Acquisition,Facebook Ads,North,Mobile,35-44,5309,103,6,3,183.21,205.32
2025-04-27,CMP-1013,Abandoned Cart Sequence,Email Marketing,West,Desktop,35-44,9730,830,141,93,58.11,9132.6
2025-06-20,CMP-1009,Influencer Collab Push,Instagram Ads,West,Mobile,18-24,4722,187,10,6,138.55,327.9
2025-06-07,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Tablet,55+,5825,194,7,5,259.98,253.4
2025-02-08,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Desktop,55+,49622,526,46,28,184.22,3231.76
2025-06-05,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Desktop,25-34,12506,469,38,23,403.61,1828.96
2025-06-12,CMP-1006,Search - Generic Terms,Google Ads,East,Mobile,25-34,3835,214,27,20,481.76,1585.2
2025-04-12,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Tablet,45-54,24166,290,19,11,145.01,1066.01
2025-02-13,CMP-1018,Pre-roll - Product Demo,YouTube Ads,Central,Mobile,18-24,26834,373,6,5,246.55,419.1
2025-06-22,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Desktop,55+,6328,131,4,3,168.51,253.92
2025-01-08,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Mobile,45-54,1554,46,1,0,62.2,0
2025-02-06,CMP-1010,Story Ads - Product Launch,Instagram Ads,East,Mobile,25-34,2035,69,3,2,67.84,196.94
2025-06-24,CMP-1014,VIP Customer Offers,Email Marketing,North,,55+,7721,864,126,78,112.38,5745.48
2025-04-03,CMP-1020,Gen Z Engagement Drive,TikTok Ads,North,Mobile,18-24,1949,77,1,1,57.33,56.55
2025-06-13,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Desktop,18-24,24169,858,52,30,609.4,1878.9
2025-05-05,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Mobile,45-54,28898,656,18,13,420.16,703.17
2025-05-06,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Tablet,35-44,3790,105,3,2,110.19,101.54
2025-05-04,CMP-1003,New Customer Acquisition,Facebook Ads,East,Desktop,18-24,6643,190,15,9,171.07,1078.02
2025-03-02,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Tablet,45-54,34235,873,40,26,401.7,1272.18
2025-06-17,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Mobile,55+,1000,36,1,0,55.48,0
2025-01-26,CMP-1003,New Customer Acquisition,Facebook Ads,East,Tablet,25-34,6832,110,5,3,158.01,281.67
2025-05-06,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Desktop,55+,1316,52,1,0,70.57,0
2025-05-12,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Tablet,18-24,5014,174,5,3,150.22,289.56
2025-01-14,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Desktop,35-44,15433,338,9,5,372.75,588.7
2025-05-23,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Tablet,35-44,2544,85,2,1,125.98,80.02
2025-06-29,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Tablet,35-44,28734,704,50,33,316.91,2573.34
2025-02-27,CMP-1003,New Customer Acquisition,Facebook Ads,West,Desktop,45-54,3146,73,3,2,121.26,201
2025-01-07,CMP-1013,Abandoned Cart Sequence,Email Marketing,Central,Tablet,25-34,8956,781,125,88,46.87,7668.32
2025-06-21,CMP-1015,Win-back Campaign,Email Marketing,East,Mobile,45-54,37200,4278,,389,342.28,25907.4
2025-04-10,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Tablet,55+,13270,353,17,12,180.42,1057.2
2025-01-24,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Mobile,55+,1250,39,1,1,53.83,81.07
2025-01-29,CMP-1005,Search - Brand Terms,Google Ads,West,Tablet,35-44,3482,194,17,10,298,1243.6
2025-01-22,CMP-1012,Weekly Newsletter,Email Marketing,Central,Tablet,18-24,26688,2466,438,281,271.32,26554.5
2025-03-10,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Desktop,25-34,1937,50,2,1,71.05,87.31
2025-01-12,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Mobile,25-34,1679,44,2,1,67.97,79.98
2025-03-30,CMP-1006,Search - Generic Terms,Google Ads,West,Desktop,18-24,2194,122,12,9,274.61,1197.18
2025-04-06,CMP-1015,Win-back Campaign,Email Marketing,South,Mobile,25-34,21401,1909,246,138,248.21,8935.5
2025-02-16,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,35-44,10708,287,23,17,387.57,2051.22
2025-05-04,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,35-44,7812,200,5,3,186.58,286.38
2025-01-10,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Mobile,55+,4905,156,8,4,132.86,235.48
2025-05-21,CMP-1005,Search - Brand Terms,Google Ads,West,Mobile,55+,4972,178,14,10,-393.88,1219
2025-04-13,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Tablet,18-24,1164,34,1,1,45.16,62.54
2025-03-27,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Desktop,35-44,3478,24,1,1,105.34,152.68
2025-03-05,CMP-1008,Display Remarketing,Google Ads,Central,Tablet,55+,1279,49,4,3,75.56,252.03
2025-01-16,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Mobile,55+,23111,312,29,18,215.83,2423.88
2025-05-27,CMP-1020,Gen Z Engagement Drive,tiktok ads,East,Desktop,55+,1629,66,1,1,40.93,42.89
2025-04-23,CMP-1022,Top Tier Affiliates,Affiliate Marketing,Central,Mobile,55+,31472,406,24,14,349.19,1135.68
2025-05-17,CMP-1004,Brand Awareness Q2,Facebook Ads,South,Desktop,45-54,2515,80,4,3,139.66,243.75
2025-05-14,CMP-1020,Gen Z Engagement Drive,TikTok Ads,North,Desktop,55+,1542,64,1,1,44.18,77.72
2025-03-31,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Mobile,35-44,3092,30,2,1,143.56,318.51
2025-05-13,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Mobile,35-44,3164,106,4,3,123.93,183.15
2025-04-04,CMP-1003,New Customer Acquisition,Facebook Ads,West,Mobile,18-24,3539,86,2,1,109.2,60.07
2025-01-03,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,18-24,3130,36,3,2,165.29,601.7
2025-05-16,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Desktop,45-54,32156,492,11,7,414.03,856.87
2025-05-31,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Mobile,35-44,24375,585,60,47,304.36,5851.03
2025-04-21,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,East,Mobile,55+,15961,332,11,9,316.15,472.95
2025-05-23,CMP-1005,Search - Brand Terms,Google Ads,Central,Tablet,18-24,6612,205,21,16,359.64,1264.8
2025-03-12,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Mobile,25-34,3465,61,1,1,93.98,69.09
2025-05-20,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Desktop,55+,3558,79,4,3,68.87,200.1
2025-02-11,CMP-1007,Shopping Campaign,Google Ads,West,Mobile,45-54,4211,211,17,13,321.03,1940.77
2025-02-04,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Mobile,55+,1000,23,1,0,42.8,0
2025-06-15,CMP-1005,Search - Brand Terms,Google Ads,Central,Mobile,45-54,8850,285,29,20,474.39,2906.8
2025-06-04,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Mobile,35-44,21343,683,30,22,670.08,1401.84
2025-04-06,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Mobile,18-24,13658,392,27,19,306.48,1845.09
2025-04-16,CMP-1015,Win-back Campaign,Email Marketing,West,Mobile,35-44,30537,4547,504,307,318.35,29668.48
2025-01-25,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,East,Tablet,55+,9291,236,6,3,233.74,261.51
2025-04-02,CMP-1003,New Customer Acquisition,Facebook Ads,Central,Mobile,25-34,3123,99,4,2,128.15,135.18
2025-03-21,CMP-1004,Brand Awareness Q2,Facebook Ads,North,Tablet,55+,9623,179,13,8,152.47,595.44
2025-03-15,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,55+,4360,150,20,11,313.87,1374.34
2025-04-30,CMP-1013,Abandoned Cart Sequence,Email Marketing,West,Tablet,25-34,12318,1174,111,79,70.47,5122.36
2025-06-24,CMP-1015,Win-back Campaign,Email Marketing,East,,25-34,22378,2352,385,227,329.38,18128.22
2025-02-13,CMP-1020,Gen Z Engagement Drive,TikTok Ads,West,Mobile,55+,1478,59,1,1,48.04,51.11
2025-06-17,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Mobile,55+,34386,729,50,41,313.65,3563.72
2025-05-05,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,45-54,4365,55,4,2,234.91,333.2
2025-05-07,CMP-1014,VIP Customer Offers,Email Marketing,Central,Desktop,18-24,9055,1084,154,120,108.46,7227.6
2025-04-28,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,West,Tablet,18-24,5964,34,2,1,148.27,266.78
2025-04-04,CMP-1004,Brand Awareness Q2,Facebook Ads,South,Mobile,55+,4966,149,3,3,154.4,306.09
2025-05-16,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Desktop,18-24,6441,219,4,3,236.72,247.71
2025-02-16,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Mobile,25-34,4534,112,6,4,123.07,276.6
2025-03-10,CMP-1004,Brand Awareness Q2,Facebook Ads,West,Desktop,35-44,9018,147,7,5,163.32,571.35
2025-06-12,CMP-1005,Search - Brand Terms,Google Ads,East,Desktop,45-54,3881,177,18,12,470.9,1089.12
2025-01-28,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Desktop,45-54,8318,668,124,77,66.89,6293.98
2025-04-14,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Tablet,25-34,1181,39,1,1,61.95,88.19
2025-01-25,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Desktop,18-24,5163,158,9,5,125.41,407.75
2025-06-01,CMP-1003,New Customer Acquisition,Facebook Ads,Central,,55+,7850,168,18,10,272.81,877.8
2025-01-26,CMP-1007,Shopping Campaign,Google Ads,North,Desktop,45-54,5015,160,18,11,359.62,986.7
2025-04-20,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Tablet,18-24,24573,403,25,15,205.62,1132.05
2025-05-03,CMP-1003,New Customer Acquisition,Facebook Ads,North,Desktop,55+,3760,94,4,3,127.53,184.71
2025-03-15,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,,25-34,5745,131,7,4,130.6,248.76
2025-01-13,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Mobile,18-24,2824,50,,1,53.81,93.28
2025-02-12,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Tablet,45-54,3831,82,5,3,138.52,240.33
2025-02-06,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,,45-54,4676,123,6,4,157.75,434.64
2025-01-10,CMP-1020,Gen Z Engagement Drive,tiktok ads,West,Desktop,45-54,2697,99,3,2,54.99,85.24
2025-01-13,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,,55+,1423,37,1,1,52.46,109.84
2025-01-04,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Mobile,35-44,21118,302,12,7,299.26,689.57
2025-02-10,CMP-1013,Abandoned Cart Sequence,Email Marketing,Central,Mobile,25-34,4880,694,115,65,55.59,4668.95
2025-05-22,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Tablet,18-24,1845,43,3,1,66.23,117.04
2025-02-28,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Tablet,55+,3286,47,5,3,287.43,744.18
2025-01-28,CMP-1014,VIP Customer Offers,email marketing,South,Desktop,25-34,5295,700,,42,91.11,3517.5
2025-06-02,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Mobile,25-34,7254,37,4,2,168.32,542.28
2025-05-11,CMP-1020,Gen Z Engagement Drive,TikTok Ads,East,Mobile,18-24,2021,75,3,1,60.79,71.02
2025-01-10,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,55+,7392,944,138,102,132.21,7832.58
2025-03-01,CMP-1001,Summer Sale Blast,Facebook Ads,West,Tablet,35-44,5386,174,12,7,303.52,550.41
2025-06-03,CMP-1020,Gen Z Engagement Drive,TikTok Ads,North,Tablet,45-54,7050,153,4,2,92.15,172.52
2025-03-04,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,East,Mobile,55+,9000,360,11,9,317.56,805.32
2025-02-23,CMP-1015,Win-back Campaign,Email Marketing,East,Desktop,18-24,30161,3924,575,420,313.95,37514.4
2025-04-19,CMP-1006,Search - Generic Terms,Google Ads,West,Desktop,25-34,2568,149,11,7,348.74,1005.69
2025-02-17,CMP-1010,Story Ads - Product Launch,Instagram Ads,East,Tablet,55+,2638,57,1,1,62.71,53.35
2025-05-15,CMP-1020,Gen Z Engagement Drive,TikTok Ads,Central,Mobile,25-34,3399,103,1,1,52.66,65.87
2025-03-21,CMP-1022,Top Tier Affiliates,Affiliate Marketing,Central,Desktop,25-34,28260,520,38,26,234.05,3104.14
2025-06-19,CMP-1001,Summer Sale Blast,Facebook Ads,North,Tablet,55+,7530,186,15,9,322.15,764.01
2025-05-28,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Mobile,35-44,2677,102,2,1,152.15,90.74
2025-01-19,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,45-54,9710,1075,173,103,118.35,8498.53
2025-04-26,CMP-1003,New Customer Acquisition,Facebook Ads,North,Mobile,35-44,6470,99,5,4,102.63,368.32
2025-04-02,CMP-1005,Search - Brand Terms,Google Ads,South,,25-34,6234,202,16,9,390.97,968.4
2025-06-18,CMP-1020,Gen Z Engagement Drive,TikTok Ads,South,Desktop,25-34,2317,89,1,0,50.1,0
2025-02-16,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,55+,2945,38,1,1,244.16,343.5
2025-04-09,CMP-1001,Summer Sale Blast,Facebook Ads,South,Tablet,45-54,10053,188,7,5,328.41,491.95
2025-06-09,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Desktop,18-24,5081,62,6,4,312.31,1139.76
2025-02-07,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Mobile,35-44,2892,35,3,1,209.61,253.93
2025-03-17,CMP-1004,Brand Awareness Q2,Facebook Ads,South,Mobile,55+,4678,109,5,3,143.29,233.85
2025-04-19,CMP-1015,Win-back Campaign,Email Marketing,East,Tablet,45-54,43836,4410,652,427,264.63,25675.51
2025-04-10,CMP-1022,Top Tier Affiliates,affiliate marketing,West,Tablet,45-54,13825,365,18,12,325.36,1111.8
2025-03-10,CMP-1003,New Customer Acquisition,Facebook Ads,East,Desktop,25-34,12631,192,10,8,171.44,889.28
2025-02-15,CMP-1009,Influencer Collab Push,Instagram Ads,East,Tablet,25-34,7338,193,7,6,156.81,561.18
2025-05-11,CMP-1015,Win-back Campaign,Email Marketing,Central,Mobile,55+,20394,1705,159,122,221.72,12121.92
2025-01-22,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,East,Tablet,55+,9100,354,10,6,287.33,384.72
2025-01-13,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,25-34,11405,284,19,11,250.72,742.39
2025-05-14,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Mobile,35-44,9999,350,12,8,280.77,630.64
2025-06-21,CMP-1020,Gen Z Engagement Drive,TikTok Ads,West,Mobile,55+,6768,155,7,4,63.58,317.6
2025-01-13,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Desktop,18-24,14114,271,23,14,151.94,1105.72
2025-03-24,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Tablet,35-44,1170,44,1,1,49.2,85.55
2025-04-22,CMP-1003,New Customer Acquisition,Facebook Ads,West,Tablet,35-44,5227,138,5,3,169.17,215.61
2025-02-26,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,North,Mobile,25-34,2924,31,3,1,128.77,339.84
2025-03-22,CMP-1009,Influencer Collab Push,Instagram Ads,North,Mobile,55+,3000,120,2,1,154.35,52.09
2025-03-16,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Tablet,35-44,17210,401,29,18,200.99,2297.7
2025-01-19,CMP-1020,Gen Z Engagement Drive,TikTok Ads,North,Desktop,18-24,1600,64,2,1,43.96,62.35
2025-01-21,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Tablet,18-24,21294,296,8,6,261.31,391.68
2025-03-31,CMP-1006,Search - Generic Terms,Google Ads,South,Desktop,35-44,2866,125,11,7,326.34,948.64
2025-04-13,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Mobile,55+,9710,403,14,9,383.08,361.62
2025-06-04,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Desktop,25-34,3021,84,3,2,110.29,174.06
2025-06-01,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Mobile,55+,13588,390,43,32,207.09,3471.36
2025-01-09,CMP-1003,New Customer Acquisition,Facebook Ads,West,Tablet,45-54,4428,124,4,3,148.85,312.42
2025-03-29,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Tablet,55+,1376,49,1,1,76.26,95.06
2025-06-08,CMP-1005,Search - Brand Terms,Google Ads,West,Desktop,18-24,7247,208,32,18,383.18,2088.18
2025-02-06,CMP-1009,Influencer Collab Push,Instagram Ads,West,Mobile,18-24,6243,128,5,4,148.07,243.72
2025-01-19,CMP-1013,Abandoned Cart Sequence,Email Marketing,South,Mobile,45-54,4577,650,58,45,58.52,3946.05
2025-04-12,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Desktop,45-54,4941,674,77,61,67.43,4904.4
2025-04-20,CMP-1019,Bumper Ads - Brand Awareness,youtube ads,Central,Tablet,45-54,39024,640,23,15,377.8,1058.7
2025-06-27,CMP-1005,Search - Brand Terms,Google Ads,South,Desktop,35-44,3780,172,22,14,347.66,1485.26
2025-03-11,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Desktop,55+,17192,294,4,3,306.06,254.79
2025-04-10,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Tablet,25-34,3750,111,3,2,102.19,212.24
2025-03-27,CMP-1001,Summer Sale Blast,Facebook Ads,West,Desktop,25-34,5720,139,8,5,211.73,348.45
2025-05-14,CMP-1018,Pre-roll - Product Demo,youtube ads,South,Tablet,18-24,32444,584,22,14,315.75,951.58
2025-04-30,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Desktop,55+,3781,90,6,4,142.06,394.48
2025-06-05,CMP-1014,VIP Customer Offers,Email Marketing,Central,Tablet,55+,8557,1092,158,123,152.91,11958.06
2025-01-12,CMP-1005,Search - Brand Terms,Google Ads,North,Desktop,55+,4972,179,13,7,274.56,905.1
2025-02-24,CMP-1018,Pre-roll - Product Demo,YouTube Ads,West,Desktop,18-24,16263,309,13,7,222.82,483.56
2025-05-30,CMP-1022,Top Tier Affiliates,Affiliate Marketing,West,Desktop,18-24,22164,430,18,14,374.62,1670.76
2025-02-27,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Mobile,45-54,24888,784,23,15,423.58,1154.7
2025-06-08,CMP-1009,Influencer Collab Push,Instagram Ads,West,Mobile,25-34,12871,251,14,10,262.03,561.2
2025-06-18,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Desktop,35-44,42162,468,25,18,370.1,1920.24
2025-06-01,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,55+,3385,43,7,4,221.99,973.92
2025-02-02,CMP-1007,Shopping Campaign,Google Ads,West,Desktop,55+,5121,211,25,14,312.99,1203.16
2025-06-25,CMP-1007,Shopping Campaign,Google Ads,Central,Tablet,45-54,3529,186,,9,355.87,832.68
2025-03-09,CMP-1006,Search - Generic Terms,Google Ads,Central,Mobile,55+,3970,133,13,9,332.02,732.78
2025-06-17,CMP-1005,Search - Brand Terms,Google Ads,North,Tablet,45-54,2426,115,6,5,278.94,654.2
2025-03-21,CMP-1008,Display Remarketing,Google Ads,North,Mobile,18-24,936,34,2,1,82.68,137.78
2025-01-17,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Mobile,45-54,23364,250,12,9,167.63,995.85
2025-06-07,CMP-1005,Search - Brand Terms,Google Ads,West,Desktop,55+,6913,318,55,37,484.44,3110.59
2025-03-20,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Mobile,25-34,20952,264,5,3,182.65,333.81
2025-01-06,CMP-1004,Brand Awareness Q2,Facebook Ads,West,Mobile,25-34,2473,69,,1,117.92,118.09
2025-01-13,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Desktop,18-24,19059,547,10,6,388.67,375.72
2025-04-06,CMP-1005,Search - Brand Terms,Google Ads,South,Tablet,18-24,3525,165,,9,252.08,1188.45
2025-02-09,CMP-1003,New Customer Acquisition,Facebook Ads,West,Mobile,35-44,2783,81,3,3,105.61,357.18
2025-02-24,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,South,Desktop,35-44,16335,214,7,4,248.58,491.32
2025-06-14,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Mobile,35-44,5349,153,16,9,255.04,800.1
2025-03-02,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Tablet,55+,22250,623,39,23,268.22,2582.21
2025-03-08,CMP-1007,Shopping Campaign,Google Ads,South,Tablet,35-44,6573,307,20,15,461.31,1464.3
2025-05-10,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Desktop,45-54,3369,93,4,2,100.63,101.34
2025-06-23,CMP-1007,Shopping Campaign,Google Ads,North,Mobile,45-54,11940,320,44,25,410.24,2801
2025-04-16,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Tablet,25-34,20533,616,36,28,215.87,2487.52
2025-05-18,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Mobile,18-24,25600,320,21,14,250.21,1438.64
2025-05-29,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Mobile,25-34,3619,118,7,3,139.09,316.62
2025-06-23,CMP-1018,Pre-roll - Product Demo,YouTube Ads,Central,Mobile,25-34,29819,331,8,5,235.33,628.8
